-1.092,-0.972,1.316,1.922,0.410,2.435,-0.509,-0.661,1.127,1.925,0.277,2.848,-0.509,-0.661,1.127,1.925,0.277,2.848,0.054,-0.315,1.052,1.690,0.138,3.165,0.663,0.046,1.055,1.271,0.031,3.382,1.336,0.450,1.181,0.692,-0.040,3.469,1.952,0.870,1.399,0.012,-0.063,3.372,2.504,1.198,1.627,-0.642,-0.048,2.998,2.922,1.427,1.877,-1.130,-0.010,2.330,3.109,1.529,2.034,-1.416,0.085,1.425,3.060,1.519,2.116,-1.539,0.219,0.372,3.060,1.519,2.116,-1.539,0.219,0.372,2.819,1.357,2.239,-1.540,0.357,-0.738,2.274,1.080,2.309,-1.450,0.473,-1.813,1.538,0.705,2.318,-1.354,0.507,-2.747,0.613,0.184,2.320,-1.284,0.416,-3.483,-0.411,-0.364,2.391,-1.197,0.225,-3.909,-1.310,-0.830,2.613,-0.983,-0.037,-3.954,-2.086,-1.260,2.807,-0.613,-0.260,-3.619,-2.640,-1.547,2.939,-0.125,-0.349,-2.875,-2.640,-1.547,2.939,-0.125,-0.349,-2.865,-2.869,-1.669,3.004,0.504,-0.320,-1.841,-2.774,-1.686,2.871,1.252,-0.222,-0.730,-2.445,-1.659,2.548,2.049,-0.079,0.303,-1.994,-1.513,2.117,2.787,0.154,1.176,-1.474,-1.231,1.551,3.310,0.498,1.845,-0.930,-0.902,1.033,3.537,0.843,2.304,-0.478,-0.634,0.510,3.398,1.088,2.574,-0.032,-0.262,0.183,2.888,1.112,2.715,-0.032,-0.262,0.183,2.105,0.928,2.779,0.375,0.077,0.011,2.105,0.928,2.779,0.777,0.352,0.061,1.201,0.579,2.755,1.140,0.608,0.291,0.305,0.199,2.627,1.449,0.856,0.635,-0.507,-0.112,2.384,1.747,1.082,1.067,-1.170,-0.311,2.011,2.023,1.276,1.520,-1.659,-0.361,1.515,2.219,1.390,1.934,-1.980,-0.250,0.916,2.284,1.423,2.227,-2.128,-0.016,0.256,2.284,1.379,2.410,-2.124,0.233,-0.424,2.217,1.379,2.410,-2.124,0.233,-0.424,2.055,1.283,2.512,-2.037,0.408,-1.093,1.771,1.064,2.625,-1.923,0.493,-1.769,1.252,0.756,2.733,-1.835,0.524,-2.389,0.669,0.428,2.882,-1.739,0.514,-2.870,0.055,0.019,2.987,-1.555,0.466,-3.245,-0.646,-0.422,3.090,-1.253,0.355,-3.476,-1.366,-0.792,3.100,-0.841,0.184,-3.485,-1.997,-1.046,3.010,-0.379,-0.005,-3.181,-1.997,-1.046,3.010,-0.379,-0.005,-3.181,-2.469,-1.321,2.759,0.037,-0.075,-2.499,
-2.385,-1.305,2.611,0.381,0.044,-1.535,-2.213,-1.304,2.438,0.885,0.240,-0.713,-2.043,-1.247,2.202,1.480,0.419,-0.042,-1.789,-1.106,1.936,2.026,0.548,0.529,-1.494,-0.926,1.532,2.387,0.691,0.996,-1.178,-0.735,1.169,2.492,0.828,1.397,-0.847,-0.525,0.852,2.360,0.970,1.766,-0.847,-0.525,0.852,2.360,0.970,1.766,-0.502,-0.302,0.606,2.019,1.062,2.083,-0.145,-0.057,0.459,1.522,1.031,2.337,0.213,0.200,0.423,0.939,0.852,2.518,0.576,0.453,0.514,0.339,0.555,2.612,0.950,0.700,0.734,-0.225,0.212,2.614,1.322,0.921,1.026,-0.722,-0.086,2.507,1.676,1.116,1.345,-1.130,-0.273,2.267,1.996,1.278,1.636,-1.436,-0.314,1.875,1.996,1.278,1.636,-1.436,-0.314,1.340,2.227,1.400,1.882,-1.650,-0.232,1.340,2.380,1.495,2.092,-1.792,-0.089,0.677,2.374,1.507,2.285,-1.854,0.052,-0.114,2.092,1.427,2.448,-1.881,0.190,-0.920,1.714,1.255,2.647,-1.876,0.355,-1.652,1.205,0.947,2.753,-1.770,0.541,-2.346,0.545,0.555,2.767,-1.575,0.685,-2.957,-0.202,0.117,2.676,-1.294,0.698,-3.419,-0.202,0.117,2.575,-0.952,0.528,-3.661,-0.973,-0.327,2.575,-0.952,0.528,-3.661,-1.710,-0.748,2.523,-0.614,0.236,-3.609,-2.304,-1.078,2.482,-0.341,-0.021,-3.200,-2.663,-1.320,2.460,-0.148,-0.099,-2.447,-2.699,-1.426,2.462,0.036,0.032,-1.491,-2.498,-1.431,2.432,0.335,0.269,-0.544,-2.171,-1.353,2.301,0.763,0.498,0.262,-1.781,-1.211,2.083,1.227,0.662,0.894,-1.642,-1.016,1.838,1.614,0.766,1.376,-1.386,-1.016,1.838,1.614,0.766,1.376,-1.011,-0.774,1.551,1.822,0.837,1.735,-0.658,-0.525,1.261,1.829,0.861,1.985,-0.338,-0.304,1.012,1.660,0.805,2.131,-0.046,-0.108,0.839,1.349,0.634,2.192,0.253,0.073,0.775,0.941,0.349,2.195,0.587,0.284,0.836,0.485,0.009,2.168,0.961,0.534,1.000,0.024,-0.303,2.117,1.347,0.789,1.219,-0.401,-0.530,2.027,1.347,0.789,1.219,-0.401,-0.530,2.027,1.722,1.036,1.442,-0.736,-0.641,1.861,2.054,1.273,1.645,-0.964,-0.629,1.578,2.283,1.441,1.794,-1.115,-0.477,1.132,2.353,1.486,1.870,-1.229,-0.196,0.508,2.262,1.413,1.881,-1.325,0.149,-0.254,
1.981,1.203,1.899,-1.397,0.450,-1.102,1.492,0.912,1.945,-1.449,0.620,-1.965,0.843,0.524,2.049,-1.477,0.621,-2.787,0.843,0.524,2.049,-1.477,0.621,-2.787,0.059,0.062,2.167,-1.438,0.469,-3.498,-0.810,-0.418,2.277,-1.289,0.212,-4.019,-1.719,-0.876,2.356,-1.015,-0.086,-4.232,-2.669,-1.349,2.368,-0.679,-0.323,-3.972,-3.395,-1.732,2.316,-0.417,-0.377,-3.088,-3.434,-1.773,2.384,-0.193,-0.268,-1.767,-3.079,-1.734,2.445,0.193,-0.113,-0.524,-2.571,-1.587,2.423,0.673,0.000,0.464,-2.571,-1.587,2.423,0.673,0.000,1.230,-2.029,-1.315,2.281,1.082,0.074,1.230,-1.503,-1.024,2.042,1.362,0.114,1.832,-1.002,-0.725,1.817,1.501,0.104,2.337,-0.506,-0.434,1.617,1.484,0.065,2.765,-0.003,-0.159,1.475,1.327,-0.008,3.113,0.498,0.141,1.442,1.067,-0.108,3.371,0.986,0.437,1.482,0.752,-0.190,3.510,1.449,0.711,1.574,0.443,-0.227,3.500,1.449,0.711,1.681,0.191,-0.188,3.317,1.873,0.942,1.681,0.191,-0.188,3.317,2.267,1.121,1.793,0.006,-0.059,2.940,2.537,1.236,1.865,-0.114,0.137,2.345,2.706,1.321,1.888,-0.190,0.355,1.554,2.753,1.291,1.828,-0.253,0.569,0.570,2.611,1.172,1.754,-0.334,0.734,-0.527,2.276,0.966,1.689,-0.441,0.846,-1.630,1.735,0.610,1.654,-0.580,0.916,-2.662,0.984,0.136,1.655,-0.748,0.921,-3.559,0.984,0.136,1.655,-0.748,0.921,-3.559,0.079,-0.371,1.685,-0.903,0.808,-4.276,-0.875,-0.872,1.729,-0.986,0.533,-4.758,-1.817,-1.325,1.875,-0.963,0.120,-4.882,-2.779,-1.700,2.024,-0.871,-0.254,-4.470,-3.551,-1.899,2.103,-0.791,-0.399,-3.342,-3.569,-1.843,2.199,-0.748,-0.229,-1.662,-3.105,-1.696,2.269,-0.591,0.104,-0.102,-2.539,-1.472,2.218,-0.277,0.390,1.013,-2.539,-1.472,2.218,-0.277,0.390,1.013,-2.019,-1.179,2.040,0.088,0.497,1.732,-1.555,-0.892,1.791,0.424,0.389,2.189,-1.109,-0.613,1.600,0.682,0.113,2.516,-0.652,-0.334,1.513,0.820,-0.194,2.769,-0.187,-0.070,1.496,0.838,-0.404,2.955,0.270,0.184,1.536,0.780,-0.480,3.079,0.732,0.428,1.604,0.680,-0.432,3.132,1.180,0.648,1.664,0.558,-0.289,3.095,1.180,0.648,1.664,0.558,-0.289,3.095,
1.605,0.860,1.689,0.417,-0.104,2.942,2.028,1.099,1.738,0.268,0.048,2.622,2.379,1.270,1.803,0.113,0.164,2.049,2.600,1.300,1.851,-0.045,0.280,1.210,2.628,1.236,1.844,-0.188,0.404,0.167,2.450,1.113,1.798,-0.318,0.485,-0.964,2.067,0.903,1.763,-0.456,0.476,-2.060,1.496,0.574,1.762,-0.611,0.358,-3.028,1.496,0.574,1.762,-0.611,0.127,-3.793,0.758,0.170,1.820,-0.765,0.127,-3.793,-0.078,-0.249,1.918,-0.888,-0.209,-4.316,-0.942,-0.634,2.045,-0.949,-0.617,-4.543,-1.817,-0.997,2.232,-0.917,-1.004,-4.375,-2.693,-1.276,2.328,-0.835,-1.190,-3.651,-3.073,-1.326,2.380,-0.805,-1.062,-2.311,-2.810,-1.240,2.468,-0.728,-0.677,-0.841,-2.346,-1.173,2.485,-0.417,-0.256,0.233,-2.346,-1.173,2.381,0.049,0.048,0.899,-1.908,-1.060,2.381,0.049,0.048,0.899,-1.560,-0.864,2.172,0.514,0.171,1.312,-1.258,-0.646,1.927,0.894,0.108,1.597,-0.940,-0.435,1.765,1.165,-0.080,1.829,-0.593,-0.233,1.668,1.322,-0.258,2.026,-0.229,-0.023,1.613,1.367,-0.334,2.185,0.137,0.194,1.584,1.306,-0.275,2.295,0.489,0.387,1.548,1.146,-0.102,2.339,0.810,0.537,1.495,0.904,0.105,2.317,0.810,0.537,1.495,0.904,0.105,2.317,1.110,0.694,1.471,0.609,0.262,2.214,1.398,0.824,1.473,0.288,0.321,1.984,1.679,0.935,1.524,-0.037,0.265,1.600,1.907,1.029,1.628,-0.353,0.140,1.029,2.011,1.018,1.736,-0.631,0.026,0.261,1.979,0.943,1.855,-0.843,-0.031,-0.622,1.790,0.798,1.985,-0.982,-0.014,-1.514,1.418,0.556,2.127,-1.073,0.055,-2.337,1.418,0.556,2.127,-1.073,0.055,-2.337,0.846,0.241,2.275,-1.139,0.128,-3.041,0.138,-0.128,2.285,-1.163,0.163,-3.588,-0.621,-0.469,2.244,-1.120,0.038,-3.906,-1.398,-0.780,2.215,-0.987,-0.258,-3.894,-2.155,-1.051,2.218,-0.805,-0.589,-3.413,-2.610,-1.142,2.304,-0.665,-0.759,-2.374,-2.523,-1.045,2.466,-0.528,-0.648,-1.063,-2.131,-0.960,2.560,-0.237,-0.323,0.001,-2.131,-0.960,2.560,-0.237,-0.323,0.001,-1.697,-0.879,2.517,0.204,0.072,0.691,-1.361,-0.762,2.334,0.674,0.435,1.111,-1.128,-0.613,2.042,1.080,0.663,1.371,-0.914,-0.443,1.764,1.387,0.680,1.555,
-0.678,-0.254,1.582,1.574,0.523,1.707,-0.413,-0.048,1.492,1.625,0.296,1.844,-0.103,0.138,1.473,1.535,0.093,1.961,0.236,0.319,1.463,1.313,-0.014,2.054,0.236,0.319,1.463,1.313,-0.018,2.097,0.563,0.478,1.439,0.986,-0.018,2.097,0.886,0.629,1.413,0.595,0.037,2.059,1.184,0.799,1.438,0.182,0.099,1.906,1.471,0.941,1.502,-0.232,0.160,1.591,1.689,1.012,1.595,-0.626,0.239,1.088,1.785,1.001,1.654,-0.966,0.350,0.412,1.757,0.888,1.726,-1.210,0.472,-0.378,1.546,0.694,1.804,-1.359,0.577,-1.192,1.546,0.692,1.927,-1.444,0.619,-1.957,1.134,0.436,1.927,-1.444,0.619,-1.957,0.561,0.175,1.993,-1.498,0.558,-2.610,-0.075,-0.070,2.030,-1.507,0.301,-3.093,-0.690,-0.326,2.110,-1.382,-0.160,-3.350,-1.217,-0.559,2.304,-1.089,-0.687,-3.303,-1.643,-0.738,2.523,-0.674,-1.035,-2.896,-1.938,-0.814,2.637,-0.240,-1.031,-2.125,-1.990,-0.796,2.591,0.109,-0.696,-1.104,-1.800,-0.729,2.468,0.356,-0.198,-0.072,-1.800,-0.729,2.468,0.356,-0.198,-0.072,-1.501,-0.665,2.311,0.558,0.288,0.751,-1.193,-0.573,2.144,0.741,0.643,1.307,-0.932,-0.444,1.965,0.899,0.834,1.639,-0.734,-0.293,1.777,1.014,0.872,1.810,-0.567,-0.142,1.621,1.067,0.782,1.860,-0.401,-0.007,1.520,1.047,0.624,1.823,-0.224,0.101,1.475,0.947,0.453,1.730,-0.026,0.201,1.477,0.768,0.300,1.612,-0.026,0.201,1.477,0.768,0.300,1.612,0.183,0.310,1.507,0.527,0.170,1.482,0.410,0.415,1.552,0.232,0.050,1.338,0.629,0.512,1.620,-0.117,-0.080,1.170,0.839,0.541,1.744,-0.480,-0.196,0.921,0.925,0.525,1.875,-0.788,-0.262,0.584,0.972,0.519,2.031,-1.041,-0.237,0.257,0.992,0.496,2.142,-1.212,-0.118,-0.098,0.926,0.401,2.232,-1.318,0.066,-0.510,0.926,0.401,2.232,-1.318,0.066,-0.433,0.721,0.259,2.313,-1.350,0.287,-0.945,0.329,0.079,2.310,-1.273,0.496,-1.380,-0.197,-0.105,2.227,-1.083,0.564,-1.785,-0.746,-0.275,2.141,-0.792,0.413,-2.096,-1.207,-0.446,2.091,-0.432,0.084,-2.230,-1.522,-0.553,2.111,-0.044,-0.287,-2.117,-1.694,-0.590,2.176,0.332,-0.541,-1.746,-1.738,-0.574,2.195,0.659,-0.582,-1.175,
-1.738,-0.574,2.195,0.931,-0.428,-0.483,-1.647,-0.535,2.137,0.931,-0.428,-0.483,-1.441,-0.465,2.014,1.153,-0.171,0.256,-1.175,-0.339,1.874,1.321,0.087,0.965,-0.859,-0.182,1.760,1.420,0.286,1.568,-0.510,-0.008,1.684,1.437,0.409,2.033,-0.147,0.210,1.654,1.371,0.468,2.360,0.238,0.415,1.658,1.218,0.484,2.543,0.632,0.603,1.654,0.976,0.456,2.588,0.632,0.788,1.665,0.659,0.367,2.488,1.003,0.788,1.665,0.659,0.367,2.488,1.301,0.950,1.699,0.288,0.244,2.205,1.498,1.013,1.712,-0.123,0.148,1.701,1.589,0.976,1.702,-0.538,0.118,1.008,1.548,0.857,1.732,-0.906,0.150,0.222,1.322,0.690,1.783,-1.209,0.242,-0.563,0.922,0.481,1.853,-1.458,0.349,-1.287,0.402,0.240,1.898,-1.643,0.428,-1.915,-0.212,-0.041,1.922,-1.707,0.394,-2.418,-0.212,-0.041,1.922,-1.707,0.394,-2.418,-0.798,-0.315,1.992,-1.594,0.202,-2.723,-1.264,-0.569,2.125,-1.277,-0.101,-2.818,-1.609,-0.727,2.296,-0.763,-0.412,-2.688,-1.827,-0.814,2.419,-0.125,-0.601,-2.333,-1.926,-0.842,2.418,0.532,-0.599,-1.764,-1.892,-0.802,2.270,1.100,-0.426,-1.011,-1.718,-0.692,2.022,1.481,-0.163,-0.147,-1.423,-0.513,1.770,1.629,0.105,0.711,-1.423,-0.513,1.770,1.629,0.105,0.711,-1.048,-0.312,1.603,1.583,0.305,1.431,-0.650,-0.095,1.547,1.427,0.406,1.952,-0.232,0.124,1.589,1.226,0.424,2.291,0.196,0.359,1.675,1.000,0.406,2.501,0.624,0.590,1.741,0.742,0.372,2.600,1.044,0.809,1.770,0.453,0.307,2.571,1.411,0.988,1.793,0.143,0.214,2.364,1.693,1.078,1.813,-0.186,0.153,1.916,1.693,1.078,1.813,-0.186,0.153,1.235,1.865,1.063,1.793,-0.507,0.184,1.235,1.887,1.001,1.781,-0.780,0.302,0.412,1.707,0.865,1.786,-1.003,0.486,-0.449,1.334,0.670,1.788,-1.208,0.673,-1.258,0.806,0.415,1.809,-1.419,0.780,-1.956,0.208,0.118,1.769,-1.602,0.778,-2.538,-0.440,-0.196,1.787,-1.662,0.598,-2.989,-1.021,-0.465,1.906,-1.531,0.277,-3.233,-1.021,-0.465,1.862,-1.181,-0.089,-3.274,-1.475,-0.733,2.118,-1.181,-0.089,-3.274,-1.809,-0.956,2.320,-0.649,-0.389,-3.099,-2.049,-1.079,2.418,-0.025,-0.536,-2.683,
-2.177,-1.131,2.339,0.583,-0.514,-2.032,-2.158,-1.104,2.133,1.056,-0.373,-1.168,-1.962,-0.974,1.865,1.300,-0.167,-0.189,-1.610,-0.808,1.650,1.320,0.016,0.726,-1.192,-0.637,1.526,1.222,0.111,1.449,-0.775,-0.460,1.505,1.102,0.095,1.964,-0.775,-0.460,1.505,1.102,0.095,1.964,-0.405,-0.253,1.542,0.988,0.014,2.313,-0.075,-0.039,1.599,0.862,-0.079,2.523,0.242,0.156,1.656,0.691,-0.147,2.605,0.552,0.320,1.682,0.472,-0.177,2.566,0.844,0.472,1.723,0.220,-0.196,2.406,1.091,0.620,1.802,-0.052,-0.204,2.113,1.282,0.739,1.902,-0.340,-0.182,1.694,1.395,0.825,2.011,-0.633,-0.114,1.200,1.395,0.825,2.011,-0.633,-0.114,1.200,1.422,0.869,2.121,-0.917,0.004,0.690,1.409,0.862,2.242,-1.184,0.157,0.195,1.217,0.725,2.364,-1.384,0.292,-0.303,0.855,0.528,2.484,-1.496,0.383,-0.738,0.448,0.300,2.536,-1.467,0.391,-1.108,0.033,0.052,2.535,-1.229,0.257,-1.459,-0.388,-0.147,2.600,-0.763,0.021,-1.742,-0.782,-0.299,2.696,-0.155,-0.191,-1.906,-0.782,-0.299,2.696,-0.155,-0.191,-1.906,-1.115,-0.413,2.696,0.463,-0.267,-1.917,-1.373,-0.497,2.535,1.029,-0.156,-1.757,-1.565,-0.551,2.239,1.492,0.124,-1.428,-1.685,-0.541,1.849,1.793,0.491,-0.967,-1.702,-0.484,1.492,1.897,0.830,-0.439,-1.627,-0.376,1.239,1.817,1.069,0.095,-1.479,-0.245,1.117,1.613,1.160,0.585,-1.277,-0.116,1.105,1.370,1.107,0.999,-1.277,-0.116,1.105,1.370,0.962,1.338,-1.036,-0.002,1.139,1.151,0.962,1.338,-0.775,0.109,1.201,0.972,0.776,1.622,-0.510,0.233,1.266,0.817,0.608,1.860,-0.225,0.361,1.332,0.652,0.483,2.047,0.096,0.506,1.403,0.444,0.403,2.185,0.434,0.654,1.482,0.176,0.338,2.271,0.781,0.795,1.559,-0.148,0.253,2.285,1.117,0.943,1.646,-0.508,0.119,2.199,1.117,0.943,1.716,-0.881,-0.055,1.970,1.405,1.072,1.716,-0.881,-0.055,1.970,1.634,1.117,1.786,-1.234,-0.213,1.557,1.785,1.083,1.844,-1.533,-0.278,0.970,1.841,0.957,1.968,-1.735,-0.209,0.239,1.666,0.830,2.061,-1.776,-0.008,-0.554,1.383,0.681,2.127,-1.715,0.260,-1.305,0.977,0.463,2.125,-1.617,0.524,-2.029,
0.435,0.182,2.105,-1.476,0.698,-2.689,-0.219,-0.135,2.067,-1.222,0.719,-3.243,-0.219,-0.135,2.067,-1.222,0.719,-3.243,-0.910,-0.455,2.025,-0.836,0.570,-3.645,-1.536,-0.764,2.001,-0.361,0.292,-3.817,-2.027,-0.992,2.000,0.117,-0.031,-3.672,-2.356,-1.098,2.007,0.509,-0.277,-3.169,-2.530,-1.095,1.977,0.754,-0.358,-2.323,-2.495,-1.003,1.927,0.861,-0.278,-1.258,-2.257,-0.893,1.886,0.911,-0.124,-0.169,-1.890,-0.758,1.857,0.993,0.016,0.794,-1.890,-0.758,1.857,0.993,0.016,0.794,-1.453,-0.585,1.829,1.125,0.101,1.585,-0.998,-0.341,1.812,1.272,0.130,2.207,-0.507,-0.055,1.804,1.367,0.130,2.667,0.036,0.263,1.802,1.342,0.128,2.964,0.575,0.562,1.759,1.149,0.124,3.074,1.079,0.816,1.698,0.812,0.085,2.964,1.514,1.029,1.681,0.396,-0.004,2.605,1.848,1.112,1.675,-0.057,-0.099,1.975,1.848,1.112,1.675,-0.057,-0.099,1.927,2.025,1.071,1.715,-0.509,-0.160,1.159,2.012,0.969,1.791,-0.927,-0.140,0.288,1.823,0.815,1.870,-1.295,-0.054,-0.536,1.546,0.624,2.010,-1.599,0.042,-1.253,1.124,0.365,2.161,-1.803,0.148,-1.864,0.563,0.130,2.236,-1.854,0.256,-2.332,0.031,-0.079,2.285,-1.710,0.327,-2.644,-0.501,-0.297,2.342,-1.336,0.337,-2.830,-0.501,-0.297,2.342,-1.300,0.308,-2.866,-1.045,-0.510,2.403,-0.788,0.308,-2.866,-1.557,-0.700,2.395,-0.191,0.290,-2.706,-1.983,-0.817,2.246,0.353,0.299,-2.312,-2.273,-0.842,1.998,0.749,0.306,-1.669,-2.356,-0.773,1.727,0.924,0.303,-0.840,-2.213,-0.659,1.569,0.923,0.262,0.018,-1.947,-0.537,1.557,0.915,0.164,0.743,-1.649,-0.395,1.603,1.008,0.060,1.287,-1.649,-0.235,1.644,1.191,0.005,1.683,-1.339,-0.235,1.644,1.191,0.005,1.683,-1.010,-0.050,1.643,1.400,0.033,1.984,-0.650,0.157,1.616,1.559,0.148,2.232,-0.241,0.394,1.559,1.592,0.344,2.440,0.215,0.637,1.464,1.448,0.578,2.591,0.699,0.882,1.377,1.129,0.752,2.645,1.153,1.137,1.344,0.652,0.788,2.544,1.553,1.327,1.362,0.040,0.689,2.196,1.837,1.327,1.391,-0.649,0.501,1.582,1.837,1.327,1.391,-0.649,0.501,1.582,1.983,1.201,1.473,-1.331,0.283,0.796,
1.986,0.995,1.633,-1.941,0.109,-0.060,1.786,0.709,1.866,-2.392,0.000,-0.938,1.368,0.389,2.171,-2.607,-0.052,-1.757,0.842,0.050,2.374,-2.583,-0.008,-2.450,0.232,-0.245,2.492,-2.354,0.083,-2.977,-0.461,-0.555,2.540,-1.894,0.144,-3.338,-1.166,-0.843,2.519,-1.234,0.124,-3.509,-1.166,-0.843,2.519,-1.234,0.124,-3.509,-1.799,-1.093,2.468,-0.481,0.030,-3.440,-2.297,-1.239,2.332,0.228,-0.050,-3.071,-2.608,-1.267,2.132,0.765,-0.064,-2.379,-2.663,-1.207,1.894,1.051,0.014,-1.428,-2.479,-1.094,1.722,1.125,0.123,-0.370,-2.156,-0.958,1.646,1.143,0.186,0.599,-1.769,-0.798,1.616,1.218,0.168,1.377,-1.350,-0.602,1.615,1.356,0.081,1.962,-1.350,-0.602,1.615,1.356,0.081,2.392,-0.923,-0.366,1.630,1.495,-0.020,2.392,-0.489,-0.098,1.638,1.548,-0.077,2.703,-0.023,0.204,1.617,1.458,-0.051,2.915,0.454,0.475,1.582,1.230,0.033,3.024,0.919,0.707,1.533,0.894,0.111,3.013,1.352,0.955,1.519,0.487,0.109,2.839,1.723,1.207,1.571,0.031,0.014,2.430,1.986,1.286,1.626,-0.465,-0.099,1.743,1.986,1.286,1.626,-0.955,-0.157,0.870,2.112,1.214,1.674,-0.955,-0.157,0.870,2.059,1.073,1.722,-1.375,-0.127,-0.053,1.852,0.892,1.754,-1.698,-0.022,-0.934,1.532,0.622,1.869,-1.916,0.093,-1.749,0.994,0.283,2.041,-2.035,0.204,-2.453,0.351,-0.045,2.154,-2.078,0.332,-2.980,-0.309,-0.380,2.202,-2.009,0.427,-3.358,-0.951,-0.698,2.243,-1.750,0.399,-3.581,-1.006,-0.973,2.322,-1.266,0.221,-3.600,-1.518,-0.973,2.322,-1.266,0.221,-3.600,-1.972,-1.171,2.379,-0.637,-0.012,-3.358,-2.298,-1.244,2.362,0.018,-0.190,-2.810,-2.462,-1.238,2.229,0.559,-0.240,-1.960,-2.389,-1.158,2.031,0.884,-0.165,-0.910,-2.110,-1.017,1.865,1.031,-0.044,0.136,-1.737,-0.860,1.779,1.129,0.038,1.000,-1.335,-0.688,1.748,1.250,0.057,1.639,-0.948,-0.471,1.755,1.377,0.045,2.104,-0.948,-0.471,1.755,1.377,0.045,2.104,-0.565,-0.223,1.752,1.454,0.049,2.446,-0.159,0.034,1.721,1.439,0.084,2.700,0.274,0.304,1.677,1.313,0.141,2.873,0.720,0.566,1.630,1.080,0.183,2.938,1.152,0.791,1.583,0.755,0.172,2.854,
1.549,0.986,1.564,0.368,0.091,2.572,1.878,1.141,1.588,-0.061,-0.020,2.031,2.083,1.142,1.592,-0.511,-0.080,1.241,2.083,1.142,1.592,-0.511,-0.080,1.241,2.130,1.070,1.621,-0.942,-0.075,0.337,2.030,0.967,1.651,-1.325,-0.006,-0.560,1.829,0.790,1.766,-1.632,0.095,-1.395,1.416,0.517,1.948,-1.849,0.220,-2.119,0.897,0.246,2.089,-1.993,0.377,-2.663,0.342,-0.048,2.165,-2.041,0.517,-3.054,-0.249,-0.363,2.207,-1.912,0.556,-3.311,-0.837,-0.631,2.265,-1.547,0.434,-3.414,-0.837,-0.631,2.265,-1.547,0.465,-3.321,-1.376,-0.864,2.328,-0.986,0.209,-3.321,-1.861,-1.023,2.338,-0.366,-0.002,-2.970,-2.252,-1.090,2.251,0.151,-0.114,-2.320,-2.407,-1.067,2.078,0.461,-0.088,-1.411,-2.274,-0.981,1.948,0.608,0.014,-0.442,-1.987,-0.887,1.889,0.744,0.126,0.360,-1.678,-0.777,1.848,0.936,0.214,0.936,-1.388,-0.620,1.803,1.150,0.274,1.330,-1.388,-0.620,1.708,1.322,0.304,1.598,-1.124,-0.435,1.708,1.322,0.304,1.598,-0.852,-0.250,1.617,1.432,0.288,1.800,-0.546,-0.049,1.544,1.467,0.248,1.974,-0.200,0.137,1.507,1.416,0.202,2.126,0.168,0.341,1.497,1.262,0.169,2.236,0.560,0.543,1.489,0.990,0.141,2.257,0.933,0.746,1.499,0.592,0.095,2.143,1.249,0.867,1.492,0.081,0.059,1.834,1.485,0.887,1.499,-0.506,0.031,1.323,1.485,0.887,1.499,-0.506,0.031,1.323,1.627,0.854,1.565,-1.094,0.008,0.683,1.624,0.737,1.685,-1.594,0.008,-0.029,1.478,0.593,1.894,-1.949,0.030,-0.716,1.271,0.423,2.088,-2.144,0.109,-1.313,0.969,0.206,2.263,-2.199,0.237,-1.820,0.554,-0.035,2.389,-2.112,0.370,-2.223,0.079,-0.269,2.458,-1.860,0.448,-2.508,-0.432,-0.475,2.481,-1.446,0.426,-2.655,-0.432,-0.475,2.481,-1.446,0.426,-2.655,-0.946,-0.654,2.442,-0.911,0.310,-2.643,-1.403,-0.801,2.357,-0.336,0.144,-2.443,-1.775,-0.889,2.250,0.180,-0.004,-2.032,-2.020,-0.928,2.119,0.567,-0.076,-1.434,-2.091,-0.925,2.014,0.831,-0.067,-0.731,-1.999,-0.890,1.939,1.032,-0.002,-0.037,-1.822,-0.816,1.868,1.224,0.083,0.562,-1.606,-0.714,1.799,1.418,0.153,1.038,-1.606,-0.714,1.799,1.418,0.153,1.038,
